MA_KENH_BAN,MA_SAN_PHAM,GIA,VAT,AP_DUNG_TU,NGUON
DC0001,N0402B,80000.0,10.0,2022-07-01 00:00:00,V2
DC0001,N0402B,74500.0,10.0,2022-08-01 00:00:00,V2
DC0001,N0403B,153000.0,10.0,2020-04-06 00:00:00,V2
DC0001,N0403B,205000.0,10.0,2022-07-01 00:00:00,V2
DC0001,N0403B,194000.0,10.0,2022-08-01 00:00:00,V2
DC0001,N0404B,26900.0,10.0,2020-04-06 00:00:00,V2
DC0001,N0404B,36000.0,10.0,2022-07-01 00:00:00,V2
DC0001,N0404B,34000.0,10.0,2022-08-01 00:00:00,V2
DC0001,N0801B,29000.0,10.0,2020-04-06 00:00:00,V2
DC0001,N0802B,29000.0,10.0,2020-04-06 00:00:00,V2
DC0001,N101,50000.0,10.0,2020-08-25 00:00:00,V2
DC0001,N102,59000.0,10.0,2020-08-25 00:00:00,V2
DC0001,N11,54000.0,10.0,2020-08-25 00:00:00,V2
DC0001,N11,60000.0,10.0,2021-08-10 00:00:00,V2
DC0001,N111,49000.0,10.0,2020-08-25 00:00:00,V2
DC0001,N111,52000.0,10.0,2021-08-10 00:00:00,V2
DC0001,N113,53000.0,10.0,2020-08-25 00:00:00,V2
DC0001,N114,84000.0,10.0,2020-08-25 00:00:00,V2
DC0001,N12,60000.0,10.0,2020-08-25 00:00:00,V2
DC0001,N121,50000.0,10.0,2020-08-25 00:00:00,V2
DC0001,N123,53000.0,10.0,2020-08-25 00:00:00,V2
DC0001,N131,50000.0,10.0,2020-08-25 00:00:00,V2
DC0001,N133,54000.0,10.0,2020-08-25 00:00:00,V2
DC0001,N14,70000.0,10.0,2020-08-25 00:00:00,V2
DC0001,N141,50000.0,10.0,2020-08-25 00:00:00,V2
DC0001,N21,58000.0,10.0,2020-08-25 00:00:00,V2
DC0001,N22,63000.0,10.0,2020-08-25 00:00:00,V2
DC0001,N31,58000.0,10.0,2020-08-25 00:00:00,V2
DC0001,N32,63000.0,10.0,2020-08-25 00:00:00,V2
DC0001,N41,54000.0,10.0,2020-08-25 00:00:00,V2
DC0001,N42,60000.0,10.0,2020-08-25 00:00:00,V2
DC0001,N44,70000.0,10.0,2020-08-25 00:00:00,V2
DC0001,N51,46000.0,10.0,2020-08-25 00:00:00,V2
DC0001,N51,51000.0,10.0,2021-08-10 00:00:00,V2
DC0001,N52,59000.0,10.0,2020-08-25 00:00:00,V2
DC0001,N53,50000.0,10.0,2020-08-25 00:00:00,V2
DC0001,N54,80000.0,10.0,2020-08-25 00:00:00,V2
DC0001,N61,50000.0,10.0,2020-08-25 00:00:00,V2
DC0001,N61,53000.0,10.0,2021-08-10 00:00:00,V2
DC0001,N62,60000.0,10.0,2020-08-25 00:00:00,V2
DC0001,N71,50000.0,10.0,2020-08-25 00:00:00,V2
DC0001,N72,60000.0,10.0,2020-08-25 00:00:00,V2
DC0001,N81,50000.0,10.0,2020-08-25 00:00:00,V2
DC0001,N81,54000.0,10.0,2021-08-10 00:00:00,V2
DC0001,N82,65000.0,10.0,2020-08-25 00:00:00,V2
DC0001,NDX01,50000.0,10.0,2021-08-10 00:00:00,V2
DC0001,NDX02,57000.0,10.0,2021-08-10 00:00:00,V2
DC0001,NDX03,66000.0,10.0,2021-08-10 00:00:00,V2
DC0001,NDX150,58000.0,10.0,2022-07-18 00:00:00,V2
DC0001,NDX150,59000.0,8.0,2023-08-10 00:00:00,V2
DC0001,NGCM036002,145000.0,10.0,2022-09-21 00:00:00,V2
DC0001,NGTT0301,79000.0,10.0,2019-08-03 00:00:00,V2
DC0001,NGTT0303,149000.0,10.0,2019-08-03 00:00:00,V2
DC0001,NHAT0020534,96000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHAT0090723,110000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHAT0101293,110000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHAT0136595,29000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHAT0215994,20000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHAT0235568,110000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHAT0245482,110000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHOXANHAU8.5,1600.0,10.0,2020-11-16 00:00:00,V2
DC0001,NHOXANHAU8.5,188.23529411764707,10.0,2020-12-04 00:00:00,V2
DC0001,NHOXANHSW8,1300.0,10.0,2020-11-16 00:00:00,V2
DC0001,NHOXANHSW8,187.5,10.0,2020-12-04 00:00:00,V2
DC0001,NHS01,55000.0,10.0,2021-08-10 00:00:00,V2
DC0001,NHS02,62000.0,10.0,2021-08-10 00:00:00,V2
DC0001,NHS150,63000.0,10.0,2022-07-18 00:00:00,V2
DC0001,NHUA001,15000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA001,14800.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA002,18000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA002,17700.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA003,16000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA003,15800.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA004,23000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA004,22600.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA005,28000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA005,27500.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA006,40000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA007,41000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA007,40300.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA008,7000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA008,6900.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA009,12000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA009,11800.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA010,14000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA010,13800.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA011,17000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA011,16700.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA012,22000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA012,21600.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA013,26000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA013,25600.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA014,20000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA014,19700.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA015,30000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA015,29500.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA016,16000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA016,15800.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA017,18000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA017,17700.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA018,20000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA018,19700.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA019,14000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA019,13800.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA020,22000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA020,21600.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA021,15000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA021,14800.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA022,8000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA022,7900.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA023,4000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA023,3950.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA024,10000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA024,9900.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA025,3000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA025,2950.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA026,12500.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA026,12300.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA027,10000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA027,9900.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA028,22000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA028,21600.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA029,9000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA029,8900.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA030,10000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA030,9900.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA031,4000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA031,3950.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA032,8000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA033,10000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA033,9900.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA034,28000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA034,27500.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA035,48000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA035,47200.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA036,18000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA036,17700.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA037,28000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA038,41000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA038,40300.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA039,2500.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA039,2450.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA040,3500.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA040,3450.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA041,8000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA041,7900.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA042,7000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA042,6900.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA043,20000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA043,19700.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA044,90000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA044,88400.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA045,26000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA045,25600.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA046,22000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA046,21600.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA047,50000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA047,49100.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA048,95000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA048,93300.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA049,65000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA049,63900.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA050,12000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA050,11800.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA051,8000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA051,7900.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA051,8000.0,10.0,2023-01-01 00:00:00,V2
DC0001,NHUA052,17000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA052,16700.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA052,17000.0,10.0,2023-01-01 00:00:00,V2
DC0001,NHUA053,11000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA053,10800.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUA054,10000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUA054,9900.0,10.0,2022-02-01 00:00:00,V2
DC0001,NHUAKM01,24000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUAKM16,14000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUAKM17,24000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NHUAKM18,24000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NKA206,59000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NKA207,59000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NKA208,59000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NKM01,54000.0,10.0,2021-08-10 00:00:00,V2
DC0001,NKO600,165000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NKO601,165000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NKO604,149000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NKO604THANH,8200.0,10.0,2020-04-06 00:00:00,V2
DC0001,NKO605,149000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NKZ203,59000.0,10.0,2020-04-06 00:00:00,V2
DC0001,NMBP115,32000.0,10.0,2019-05-27 00:00:00,V2
DC0001,NMBP115,31500.0,10.0,2022-02-01 00:00:00,V2
DC0001,NMBT30,42000.0,10.0,2019-05-27 00:00:00,V2
DC0001,NMBT30,46000.0,10.0,2020-12-21 00:00:00,V2
DC0001,NMBT30,45200.0,10.0,2022-02-01 00:00:00,V2
DC0001,NMBT40,75000.0,10.0,2019-05-27 00:00:00,V2
DC0001,NMBT40,73700.0,10.0,2022-02-01 00:00:00,V2
DC0001,NMBT60,82000.0,10.0,2019-05-27 00:00:00,V2
DC0001,NMBT60,80600.0,10.0,2022-02-01 00:00:00,V2
DC0001,NMBTO30,10000.0,10.0,2019-05-27 00:00:00,V2
DC0001,NMBTO30,9900.0,10.0,2022-02-01 00:00:00,V2
DC0001,NMBTO40,12000.0,10.0,2019-05-27 00:00:00,V2
DC0001,NMBTO40,11800.0,10.0,2022-02-01 00:00:00,V2
DC0001,NMBTO60,17000.0,10.0,2019-05-27 00:00:00,V2
DC0001,NMBTO60,16700.0,10.0,2022-02-01 00:00:00,V2
DC0001,NSC01,54000.0,10.0,2021-08-10 00:00:00,V2
DC0001,NSC150,62000.0,10.0,2022-07-18 00:00:00,V2
DC0001,NSC150,65000.0,8.0,2023-08-10 00:00:00,V2
DC0001,NTC01,59000.0,10.0,2021-08-10 00:00:00,V2
DC0001,NTCLX150,68000.0,10.0,2022-07-18 00:00:00,V2
DC0001,NTCLX150,70000.0,8.0,2023-08-10 00:00:00,V2
DC0001,NTHUANGIO5,330000.0,10.0,2020-01-20 00:00:00,V2
DC0001,NTHUANGIO6,460000.0,10.0,2020-01-20 00:00:00,V2
DC0001,NY,690000.0,10.0,2020-08-25 00:00:00,V2
DC0001,ONL12T170T,150000.0,10.0,2017-11-28 00:00:00,V2
DC0001,ONL12V170T,150000.0,10.0,2017-11-28 00:00:00,V2
DC0001,ONL18T220T,180000.0,10.0,2017-11-28 00:00:00,V2
DC0001,ONL18V220T,180000.0,10.0,2017-11-28 00:00:00,V2
DC0001,ONL24T300T,345000.0,10.0,2017-11-28 00:00:00,V2
DC0001,ONL24V300T,345000.0,10.0,2017-11-28 00:00:00,V2
DC0001,POSTER,0.0,10.0,2015-11-03 00:00:00,V2
DC0001,PQ,740000.0,10.0,2020-08-25 00:00:00,V2
DC0001,PT018185,46000.0,10.0,2020-06-01 00:00:00,V2
DC0001,PT018185,48200.0,10.0,2022-02-01 00:00:00,V2
DC0001,PTB041101,99000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTB041101,97200.0,10.0,2022-02-01 00:00:00,V2
DC0001,PTB041101,99000.0,10.0,2023-01-01 00:00:00,V2
DC0001,PTB041101,97200.0,10.0,2023-07-01 00:00:00,V2
DC0001,PTB041101,97200.0,8.0,2023-08-01 00:00:00,V2
DC0001,PTC020401,70000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTC020402,190000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTC020403,210000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTC020405,165000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTC020406,215000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTC020408,250000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTC020409,200000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTD021101,135000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTD021102,180000.0,10.0,2021-09-24 00:00:00,V2
DC0001,PTD021103,150000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTD021104,170000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTD021105,99000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTD021106,190000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTD021107,189000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTG010301,52000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTG010302,65000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTG010303,89000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTG010304,85000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTG010305,45000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTG010306,55000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTM020801,79000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTM020802,90000.0,10.0,2021-09-24 00:00:00,V2
DC0001,PTM020803,150000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTM020804,79000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTN040501,40000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTN040502,40000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTN040503,35000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTN040504,35000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTN040601,199000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTN040602,40000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTN040603,40000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTN040604,40000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTN040605,45000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTN040606,39000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTN040606,38300.0,10.0,2022-02-01 00:00:00,V2
DC0001,PTN040606,39000.0,10.0,2023-01-01 00:00:00,V2
DC0001,PTN040606,38300.0,10.0,2023-07-01 00:00:00,V2
DC0001,PTN040606,38300.0,8.0,2023-08-01 00:00:00,V2
DC0001,PTN040607,40000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTN040608,40000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTN040701,36000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTN040702,36000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTN040801,37000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTN040801,36400.0,10.0,2022-02-01 00:00:00,V2
DC0001,PTN040801,37000.0,10.0,2023-01-01 00:00:00,V2
DC0001,PTN040801,36400.0,10.0,2023-07-01 00:00:00,V2
DC0001,PTN040801,36400.0,8.0,2023-08-01 00:00:00,V2
DC0001,PTN040802,35000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTN040802,34400.0,10.0,2022-02-01 00:00:00,V2
DC0001,PTN040802,35000.0,10.0,2023-01-01 00:00:00,V2
DC0001,PTN040802,34400.0,10.0,2023-07-01 00:00:00,V2
DC0001,PTN040802,34400.0,8.0,2023-08-01 00:00:00,V2
DC0001,PTN040901,39000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTN040902,39000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTN041001,40000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTN041001,39300.0,10.0,2022-02-01 00:00:00,V2
DC0001,PTN041001,40000.0,10.0,2023-01-01 00:00:00,V2
DC0001,PTN041001,39300.0,10.0,2023-07-01 00:00:00,V2
DC0001,PTN041001,39300.0,8.0,2023-08-01 00:00:00,V2
DC0001,PTN041002,40000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTN041002,39300.0,10.0,2022-02-01 00:00:00,V2
DC0001,PTN041002,40000.0,10.0,2023-01-01 00:00:00,V2
DC0001,PTN041002,39300.0,10.0,2023-07-01 00:00:00,V2
DC0001,PTN041002,39300.0,8.0,2023-08-01 00:00:00,V2
DC0001,PTP,506000.0,10.0,2022-07-18 00:00:00,V2
DC0001,PTR010501,38000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTR010601,65000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTR010602,40000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTR010701,69000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTR010702,78000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTR010801,50000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTR010802,48000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTR010803,45000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTT020301,75000.0,10.0,2021-09-24 00:00:00,V2
DC0001,PTT020302,70000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTT020303,79000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTT020304,250000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTT020305,235000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTT020306,250000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTT020307,230000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTT020308,150000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTT020309,220000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTT020404,189000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTT020901,79000.0,10.0,2021-09-24 00:00:00,V2
DC0001,PTT020902,70000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTT020903,89000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTT020904,235000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTT020905,250000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTT020906,230000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTT020907,235000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTT020908,170000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTT020909,150000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTT020910,220000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTT021001,110000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTT021002,180000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTT021301,250000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTV021201,118000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTV021202,118000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTV021203,118000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTV021203,115900.0,10.0,2022-02-01 00:00:00,V2
DC0001,PTV021204,118000.0,10.0,2021-09-30 00:00:00,V2
DC0001,PTV021204,115900.0,10.0,2022-02-01 00:00:00,V2
DC0001,PTV021204,118000.0,10.0,2023-01-01 00:00:00,V2
DC0001,PTV021204,115900.0,10.0,2023-07-01 00:00:00,V2
DC0001,PTV021204,115900.0,8.0,2023-08-01 00:00:00,V2
DC0001,PURE10250,876000.0,10.0,2020-11-16 00:00:00,V2
DC0001,PURE10250,704000.0,10.0,2021-01-15 00:00:00,V2
DC0001,PURE10250,691200.0,10.0,2022-02-01 00:00:00,V2
DC0001,PURE10500,1353000.0,10.0,2020-11-16 00:00:00,V2
DC0001,PURE10500,1353000.0,10.0,2021-01-15 00:00:00,V2
DC0001,PURE10500,1328400.0,10.0,2022-02-01 00:00:00,V2
DC0001,PURE15250,1040000.0,10.0,2020-11-16 00:00:00,V2
DC0001,PURE15250,1040000.0,10.0,2021-01-15 00:00:00,V2
DC0001,PURE15250,1021100.0,10.0,2022-02-01 00:00:00,V2
DC0001,PURE15500,2030000.0,10.0,2020-11-16 00:00:00,V2
DC0001,PURE15500,2030000.0,10.0,2021-01-15 00:00:00,V2
DC0001,PURE15500,1993100.0,10.0,2022-02-01 00:00:00,V2
DC0001,PURE20250,2640000.0,10.0,2020-11-16 00:00:00,V2
DC0001,PURE20250,2640000.0,10.0,2021-01-15 00:00:00,V2
DC0001,PURE20250,2592000.0,10.0,2022-02-01 00:00:00,V2
DC0001,PVN,682000.0,10.0,2022-07-18 00:00:00,V2
DC0001,QNAMGIO5,330000.0,10.0,2020-01-21 00:00:00,V2
DC0001,QNAMGIO6,460000.0,10.0,2020-01-31 00:00:00,V2
DC0001,QOAIGIO5,338000.0,10.0,2020-01-17 00:00:00,V2
DC0001,QT20GIO1,155000.0,10.0,2019-12-05 00:00:00,V2
DC0001,QT20GIO10,97000.0,10.0,2019-12-05 00:00:00,V2
DC0001,QT20GIO11,121000.0,10.0,2019-12-05 00:00:00,V2
DC0001,QT20GIO12,161000.0,10.0,2019-12-05 00:00:00,V2
DC0001,QT20GIO13,198000.0,10.0,2019-12-05 00:00:00,V2
DC0001,QT20GIO14,276000.0,10.0,2019-12-05 00:00:00,V2
DC0001,QT20GIO2,197000.0,10.0,2019-12-05 00:00:00,V2
DC0001,QT20GIO3,269000.0,10.0,2019-12-05 00:00:00,V2
DC0001,QT20GIO4,289000.0,10.0,2019-12-05 00:00:00,V2
DC0001,QT20GIO5,339000.0,10.0,2019-12-05 00:00:00,V2
DC0001,QT20GIO6,469000.0,10.0,2019-12-05 00:00:00,V2
DC0001,QT20GIO7,615000.0,10.0,2019-12-05 00:00:00,V2
DC0001,QT20GIO8,929000.0,10.0,2019-12-05 00:00:00,V2
DC0001,QT20GIO9,2149000.0,10.0,2019-12-05 00:00:00,V2
DC0001,QT21GIO01,157000.0,10.0,2020-12-16 00:00:00,V2
DC0001,QT21GIO02,205000.0,10.0,2020-12-16 00:00:00,V2
DC0001,QT21GIO03,273000.0,10.0,2020-12-16 00:00:00,V2
DC0001,QT21GIO04,317000.0,10.0,2020-12-16 00:00:00,V2
DC0001,QT21GIO05,384000.0,10.0,2020-12-16 00:00:00,V2
DC0001,QT21GIO06,451000.0,10.0,2020-12-16 00:00:00,V2
DC0001,QT21GIO07,500000.0,10.0,2020-12-16 00:00:00,V2
DC0001,QT21GIO08,583000.0,10.0,2020-12-16 00:00:00,V2
DC0001,QT21GIO09,751000.0,10.0,2020-12-16 00:00:00,V2
DC0001,QT21GIO10,799000.0,10.0,2020-12-16 00:00:00,V2
DC0001,QT21GIO11,945000.0,10.0,2020-12-16 00:00:00,V2
DC0001,QT21GIO12,87000.0,10.0,2020-12-16 00:00:00,V2
DC0001,QT21GIO13,116500.0,10.0,2020-12-16 00:00:00,V2
DC0001,QT21GIO14,173400.0,10.0,2020-12-16 00:00:00,V2
DC0001,QT21GIO15,264900.0,10.0,2020-12-16 00:00:00,V2
DC0001,QT21GIO16,333900.0,10.0,2020-12-16 00:00:00,V2
DC0001,QT21GIO17,680000.0,10.0,2021-01-14 00:00:00,V2
DC0001,QT21GIO18,72500.0,10.0,2021-01-15 00:00:00,V2
DC0001,QT21GIO19,1542000.0,10.0,2021-01-15 00:00:00,V2
DC0001,QT21GIO20,660000.0,10.0,2021-01-16 00:00:00,V2
DC0001,QT21GIO21,56564.0,10.0,2021-01-16 00:00:00,V2
